2,96.2,96.2
3,96.43,97.12
4,96.72,97.58
5,96.95,98.04
6,96.78,98.04
7,96.89,97.99
8,96.78,97.99
9,97.01,98.27
10,97.12,98.39
11,97.24,97.99
12,97.35,98.04
13,97.3,98.39
14,97.24,98.5
